layers.dns.dns.flags_tree.dns.flags.authoritative,layers.dns.dns.response_to,Disk_Write,Active,layers.icmp.udp.udp.checksum,Inactive,layers.dns.dns.flags_tree.dns.flags.recdesired,layers.dns.dns.flags_tree.dns.flags.response,Tcp_Established,Buffers,MemFree,pgfree,layers.rtps.rtps.version,layers.ip.ip.checksum,pgalloc_dma,Net_Received,pgpgin,layers.ip.ip.ttl,layers.rtps.rtps.magic,layers.rtps.rtps.version_tree.rtps.version.minor,publisher_count,pgactivate,Tcp_Close,layers.udp.udp.checksum,src_topic,Tcp_TimeWait,msg_data,SwapFree,nr_inactive_file,nr_active_file,layers.rtps.rtps.version_tree.rtps.version.major,pgmajfault,layers.dns.dns.count.answers,Cached,layers.dns.dns.flags_tree.dns.flags.opcode,layers.udp.udp.stream,layers.icmp.ip.ip.checksum,subscribers_count,layers.dns.dns.count.add_rr,layers.dns.dns.flags_tree.dns.flags.ad,layers.icmp.icmp.checksum,Tcp_Syn,layers.dns.dns.flags_tree.dns.flags.recavail,layers.dns.dns.flags_tree.dns.flags.z,pgfault,layers.dns.dns.count.queries,msg_type,layers.udp.udp.payload,pgdeactivate,layers.ip.ip.ttl_tree._ws.expert._ws.expert.severity,layers.ip.ip.ttl_tree._ws.expert._ws.expert.group,layers.dns.dns.flags_tree.dns.flags.truncated,layers.udp.udp.stream.pnum,pgpgout,layers.dns.dns.flags,layers.rtps.rtps.vendorId,layers.ip.ip.stream,Tcp_Listen,topic_name,Net_Sent,Disk_Read,attack,timestamp
-1.0,-1.0,42036224.0,314638336.0,0,989831168.0,-1.0,-1.0,2.0,52944896.0,2453413888.0,2155577.0,1,685,6.0,398937.0,906598.0,1,1,3.0,1.0,67784.0,0.0,2,4,0.0,2,1073737728.0,126739.0,75932.0,2.0,3373.0,-1.0,837947392.0,-1.0,1.0,0,3.0,-1.0,-1.0,0,0.0,-1.0,-1.0,860032.0,-1.0,2,4178,0.0,-1.0,-1.0,-1.0,38.0,41051.0,0,1,1,7.0,0,730488.0,928356864.0,0,1767225600.0021925
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,17303,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,49.0,-1.0,0,1,0,-1.0,1,-1.0,-1.0,0,1767225600.002349
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,675,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,0,1,1,-1.0,1,-1.0,-1.0,0,1767225600.0025053
-1.0,-1.0,42105856.0,314634240.0,0,989720576.0,-1.0,-1.0,2.0,52953088.0,2453422080.0,2173973.0,1,17251,6.0,404817.0,906598.0,64,1,3.0,4.0,67784.0,0.0,9,6,0.0,0,1073737728.0,126740.0,75932.0,2.0,3373.0,-1.0,837951488.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,862430.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,48.0,41119.0,0,1,0,7.0,2,740092.0,928356864.0,0,1767225600.0026617
-1.0,-1.0,42105856.0,314634240.0,0,989720576.0,-1.0,-1.0,2.0,52953088.0,2453422080.0,2173973.0,1,646,6.0,404817.0,906598.0,1,1,3.0,4.0,67784.0,0.0,2,6,0.0,0,1073737728.0,126740.0,75932.0,2.0,3373.0,-1.0,837951488.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,862430.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,39.0,41119.0,0,1,1,7.0,2,740092.0,928356864.0,0,1767225600.002818
-1.0,-1.0,42105856.0,314662912.0,0,989941760.0,-1.0,-1.0,2.0,52953088.0,2453721088.0,2183426.0,1,17229,6.0,455485.0,906598.0,64,1,3.0,4.0,67788.0,0.0,9,6,0.0,0,1073737728.0,126738.0,75938.0,2.0,3373.0,-1.0,837967872.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,864027.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,50.0,41119.0,0,1,0,7.0,2,801450.0,928356864.0,1,1767225600.0029745
-1.0,-1.0,42105856.0,314662912.0,0,989941760.0,-1.0,-1.0,2.0,52953088.0,2453721088.0,2183426.0,1,615,6.0,455485.0,906598.0,1,1,3.0,4.0,67788.0,0.0,2,6,0.0,0,1073737728.0,126738.0,75938.0,2.0,3373.0,-1.0,837967872.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,864027.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,39.0,41119.0,0,1,1,7.0,2,801450.0,928356864.0,1,1767225600.0031896
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,17176,-1.0,-1.0,-1.0,64,1,3.0,1.0,-1.0,-1.0,9,4,-1.0,2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0,3.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,2,4178,-1.0,-1.0,-1.0,-1.0,49.0,-1.0,0,1,0,-1.0,0,-1.0,-1.0,0,1767225600.0034046
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,534,-1.0,-1.0,-1.0,1,1,3.0,1.0,-1.0,-1.0,2,4,-1.0,2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,0,3.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,2,4178,-1.0,-1.0,-1.0,-1.0,40.0,-1.0,0,1,1,-1.0,0,-1.0,-1.0,0,1767225600.003684
-1.0,-1.0,42167296.0,314662912.0,0,989827072.0,-1.0,-1.0,2.0,52961280.0,2453733376.0,2201298.0,1,17135,6.0,462427.0,906598.0,64,1,3.0,4.0,67788.0,0.0,9,6,0.0,0,1073737728.0,126741.0,75938.0,2.0,3373.0,-1.0,837976064.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,865627.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,51.0,41179.0,0,1,0,7.0,2,811504.0,928356864.0,0,1767225600.0039635
-1.0,-1.0,42167296.0,314662912.0,0,989827072.0,-1.0,-1.0,2.0,52961280.0,2453733376.0,2201298.0,1,507,6.0,462427.0,906598.0,1,1,3.0,4.0,67788.0,0.0,2,6,0.0,0,1073737728.0,126741.0,75938.0,2.0,3373.0,-1.0,837976064.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,865627.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,40.0,41179.0,0,1,1,7.0,2,811504.0,928356864.0,0,1767225600.004243
-1.0,-1.0,42167296.0,314699776.0,0,989872128.0,-1.0,-1.0,2.0,52961280.0,2454069248.0,2212437.0,1,17131,6.0,466331.0,906634.0,64,1,3.0,4.0,67788.0,0.0,9,6,0.0,1,1073737728.0,126750.0,75947.0,2.0,3373.0,-1.0,838017024.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,867221.0,-1.0,1,4178,0.0,-1.0,-1.0,-1.0,50.0,41179.0,0,1,0,7.0,1,819480.0,928393728.0,0,1767225600.0045223
-1.0,-1.0,42167296.0,314699776.0,0,989872128.0,-1.0,-1.0,2.0,52961280.0,2454069248.0,2212437.0,1,464,6.0,466331.0,906634.0,1,1,3.0,4.0,67788.0,0.0,2,6,0.0,1,1073737728.0,126750.0,75947.0,2.0,3373.0,-1.0,838017024.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,867221.0,-1.0,1,4178,0.0,-1.0,-1.0,-1.0,41.0,41179.0,0,1,1,7.0,1,819480.0,928393728.0,0,1767225600.0048018
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,17100,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3215,-1.0,-1.0,-1.0,-1.0,52.0,-1.0,0,1,0,-1.0,2,-1.0,-1.0,0,1767225600.0050812
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,453,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3215,-1.0,-1.0,-1.0,-1.0,41.0,-1.0,0,1,1,-1.0,2,-1.0,-1.0,0,1767225600.0053606
-1.0,-1.0,42241024.0,314736640.0,0,989822976.0,-1.0,-1.0,2.0,52969472.0,2454847488.0,2230827.0,1,17051,6.0,471983.0,906634.0,64,1,3.0,1.0,67796.0,0.0,9,4,0.0,2,1073737728.0,126743.0,75955.0,2.0,3373.0,-1.0,838017024.0,-1.0,0.0,0,3.0,-1.0,-1.0,0,0.0,-1.0,-1.0,869614.0,-1.0,2,4178,0.0,-1.0,-1.0,-1.0,51.0,41251.0,0,1,0,7.0,0,828794.0,928393728.0,0,1767225600.00564
-1.0,-1.0,42241024.0,314736640.0,0,989822976.0,-1.0,-1.0,2.0,52969472.0,2454847488.0,2230827.0,1,435,6.0,471983.0,906634.0,1,1,3.0,1.0,67796.0,0.0,2,4,0.0,2,1073737728.0,126743.0,75955.0,2.0,3373.0,-1.0,838017024.0,-1.0,1.0,0,3.0,-1.0,-1.0,0,0.0,-1.0,-1.0,869614.0,-1.0,2,4178,0.0,-1.0,-1.0,-1.0,42.0,41251.0,0,1,1,7.0,0,828794.0,928393728.0,0,1767225600.0059195
-1.0,-1.0,42241024.0,314740736.0,0,989888512.0,-1.0,-1.0,2.0,52969472.0,2454867968.0,2239755.0,1,17019,6.0,476339.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126745.0,75957.0,2.0,3373.0,-1.0,838029312.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,870410.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,53.0,41251.0,0,1,0,7.0,2,835082.0,928393728.0,0,1767225600.006199
-1.0,-1.0,42241024.0,314740736.0,0,989888512.0,-1.0,-1.0,2.0,52969472.0,2454867968.0,2239755.0,1,415,6.0,476339.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126745.0,75957.0,2.0,3373.0,-1.0,838029312.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,870410.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,42.0,41251.0,0,1,1,7.0,2,835082.0,928393728.0,0,1767225600.0064783
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,16984,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4178,-1.0,-1.0,-1.0,-1.0,52.0,-1.0,0,1,0,-1.0,2,-1.0,-1.0,0,1767225600.0067577
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,397,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4178,-1.0,-1.0,-1.0,-1.0,43.0,-1.0,0,1,1,-1.0,2,-1.0,-1.0,0,1767225600.0070372
-1.0,-1.0,42470400.0,314740736.0,0,989884416.0,-1.0,-1.0,2.0,52969472.0,2454867968.0,2258141.0,1,16961,6.0,481095.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126747.0,75957.0,2.0,3373.0,-1.0,838033408.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,872805.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,54.0,41475.0,0,1,0,7.0,2,844408.0,928393728.0,1,1767225600.0073166
-1.0,-1.0,42470400.0,314740736.0,0,989884416.0,-1.0,-1.0,2.0,52969472.0,2454867968.0,2258141.0,1,386,6.0,481095.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126747.0,75957.0,2.0,3373.0,-1.0,838033408.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,872805.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,43.0,41475.0,0,1,1,7.0,2,844408.0,928393728.0,1,1767225600.0076706
-1.0,-1.0,42593280.0,314748928.0,0,989958144.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2269272.0,1,16925,6.0,533401.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126750.0,75959.0,2.0,3373.0,-1.0,838045696.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,874395.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,53.0,41595.0,0,1,0,7.0,2,907834.0,928393728.0,1,1767225600.0080242
-1.0,-1.0,42593280.0,314748928.0,0,989958144.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2269272.0,1,372,6.0,533401.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126750.0,75959.0,2.0,3373.0,-1.0,838045696.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,874395.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,44.0,41595.0,0,1,1,7.0,2,907834.0,928393728.0,1,1767225600.008378
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,16919,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,0,1,0,-1.0,1,-1.0,-1.0,0,1767225600.0087318
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,338,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,44.0,-1.0,0,1,1,-1.0,1,-1.0,-1.0,0,1767225600.008909
-1.0,-1.0,42593280.0,314748928.0,0,989925376.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2287651.0,1,16885,6.0,538945.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126752.0,75959.0,2.0,3373.0,-1.0,838053888.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,876795.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,54.0,41595.0,0,1,0,7.0,2,917042.0,928393728.0,0,1767225600.0090861
-1.0,-1.0,42593280.0,314748928.0,0,989925376.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2287651.0,1,336,6.0,538945.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126752.0,75959.0,2.0,3373.0,-1.0,838053888.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,876795.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,45.0,41595.0,0,1,1,7.0,2,917042.0,928393728.0,0,1767225600.0092633
-1.0,-1.0,42658816.0,314753024.0,0,989945856.0,-1.0,-1.0,2.0,52985856.0,2454368256.0,2296587.0,1,16877,6.0,543347.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126753.0,75960.0,2.0,3373.0,-1.0,838057984.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,877596.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,56.0,41659.0,0,1,0,7.0,2,923506.0,928393728.0,0,1767225600.0094404
-1.0,-1.0,42658816.0,314753024.0,0,989945856.0,-1.0,-1.0,2.0,52985856.0,2454368256.0,2296587.0,1,295,6.0,543347.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126753.0,75960.0,2.0,3373.0,-1.0,838057984.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,877596.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,45.0,41659.0,0,1,1,7.0,2,923506.0,928393728.0,0,1767225600.0096176
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,16823,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,4178,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,0,1,0,-1.0,1,-1.0,-1.0,0,1767225600.0097947
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,259,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,4178,-1.0,-1.0,-1.0,-1.0,46.0,-1.0,0,1,1,-1.0,1,-1.0,-1.0,0,1767225600.0099719
